kind,mutter,vater
175.768, 170.18, 199.39000000000001
175.26, 170.18, 199.39000000000001
175.26, 170.18, 199.39000000000001
166.37, 168.91, 191.77
166.37, 168.91, 191.77
172.72, 162.56, 190.5
170.18, 162.56, 190.5
163.83, 162.56, 190.5
160.02, 162.56, 190.5
168.91, 148.59, 190.5
158.75, 148.59, 190.5
158.75, 148.59, 190.5
176.53, 172.72, 187.96
179.07, 172.72, 187.96
162.56, 172.72, 187.96
179.07, 168.91, 187.96
172.72, 168.91, 187.96
167.64000000000001, 168.91, 187.96
167.64000000000001, 167.64000000000001, 189.23
166.37, 166.37, 187.96
172.72, 157.48, 187.96
170.18, 157.48, 187.96
170.18, 157.48, 187.96
167.64000000000001, 157.48, 187.96
161.29, 157.48, 187.96
160.02, 157.48, 187.96
165.1, 154.94, 187.96
169.418, 168.91, 185.42000000000002
174.49800000000002, 165.1, 185.42000000000002
168.91, 165.1, 185.42000000000002
163.83, 165.1, 185.42000000000002
161.29, 165.1, 185.42000000000002
168.91, 163.83, 185.42000000000002
158.242, 163.83, 185.42000000000002
167.64000000000001, 162.56, 185.42000000000002
163.83, 162.56, 185.42000000000002
162.56, 162.56, 185.42000000000002
159.258, 160.02, 185.928
177.8, 175.26, 184.65800000000002
175.26, 175.26, 184.65800000000002
173.99, 175.26, 184.65800000000002
172.72, 175.26, 184.65800000000002
167.64000000000001, 175.26, 184.65800000000002
173.99, 172.72, 182.88
172.72, 172.72, 182.88
170.18, 170.18, 182.88
167.64000000000001, 165.1, 182.88
166.37, 165.1, 182.88
165.1, 165.1, 182.88
165.1, 165.1, 182.88
166.37, 166.37, 182.88
167.64000000000001, 162.56, 182.88
160.02, 162.56, 182.88
165.1, 160.02, 182.88
160.02, 160.02, 182.88
160.02, 160.02, 182.88
179.07, 160.02, 182.88
177.8, 160.02, 182.88
168.91, 160.02, 182.88
160.02, 160.02, 182.88
171.45, 161.29, 184.15
170.68800000000002, 161.29, 184.15
169.418, 161.29, 184.15
162.56, 157.48, 182.88
167.64000000000001, 157.48, 184.15
165.1, 157.48, 184.15
165.1, 157.48, 184.15
171.45, 157.48, 182.88
161.29, 157.48, 182.88
172.72, 157.48, 182.88
166.87800000000001, 154.94, 182.88
170.18, 175.26, 180.34
170.18, 170.18, 180.34
170.18, 167.64000000000001, 180.34
170.18, 167.64000000000001, 180.34
168.91, 167.64000000000001, 180.34
167.64000000000001, 167.64000000000001, 180.34
163.83, 167.64000000000001, 180.34
160.02, 167.64000000000001, 180.34
170.18, 167.64000000000001, 180.34
167.64000000000001, 167.64000000000001, 180.34
167.64000000000001, 166.37, 180.34
165.1, 166.37, 180.34
165.608, 166.37, 181.61
157.48, 165.1, 180.34
172.72, 162.56, 180.34
172.72, 162.56, 180.34
171.45, 162.56, 180.34
168.91, 162.56, 180.34
168.91, 162.56, 180.34
167.64000000000001, 162.56, 180.34
166.37, 162.56, 180.34
165.1, 162.56, 180.34
170.18, 163.83, 182.11800000000002
167.64000000000001, 163.83, 181.61
163.83, 163.83, 181.61
163.83, 163.83, 181.61
157.48, 163.83, 181.61
171.45, 160.02, 180.848
163.83, 160.02, 180.848
167.64000000000001, 161.29, 180.34
165.1, 161.29, 180.34
161.29, 161.29, 180.34
165.1, 160.02, 180.34
165.1, 160.02, 180.34
162.56, 160.02, 180.34
160.02, 160.02, 180.34
160.02, 160.02, 180.34
161.29, 160.02, 180.34
163.83, 157.48, 180.34
158.75, 157.48, 180.34
156.21, 157.48, 180.34
163.83, 157.48, 180.34
152.4, 157.48, 180.34
162.56, 158.75, 180.34
162.56, 158.75, 180.34
162.56, 158.75, 180.34
158.75, 158.75, 180.34
163.83, 157.48, 180.34
162.56, 157.48, 180.34
157.48, 154.94, 180.34
175.26, 175.26, 177.8
172.72, 175.26, 177.8
167.64000000000001, 175.26, 177.8
162.56, 175.26, 177.8
157.48, 175.26, 177.8
167.64000000000001, 170.18, 177.8
162.56, 170.18, 177.8
152.4, 170.18, 177.8
171.45, 170.18, 177.8
175.768, 168.91, 177.8
170.68800000000002, 168.91, 177.8
168.91, 168.91, 177.8
167.64000000000001, 168.91, 177.8
167.64000000000001, 168.91, 177.8
163.068, 168.91, 177.8
161.798, 168.91, 177.8
172.72, 165.1, 179.07
165.1, 165.1, 179.07
156.21, 165.1, 179.07
154.94, 165.1, 179.07
154.94, 165.1, 179.07
163.83, 165.1, 177.8
160.02, 165.1, 177.8
157.48, 165.1, 177.8
163.83, 165.1, 177.8
158.75, 165.1, 177.8
158.75, 165.1, 177.8
170.18, 165.1, 177.8
165.1, 165.1, 177.8
165.1, 165.1, 177.8
160.02, 165.1, 177.8
175.26, 165.1, 177.8
170.18, 165.1, 177.8
166.87800000000001, 165.1, 177.8
157.48, 165.1, 177.8
165.1, 165.1, 177.8
168.91, 164.33800000000002, 177.8
166.37, 164.33800000000002, 177.8
164.33800000000002, 164.33800000000002, 177.8
163.83, 164.33800000000002, 177.8
170.18, 162.56, 177.8
166.37, 162.56, 177.8
158.75, 163.068, 177.8
155.448, 163.068, 177.8
152.654, 163.068, 177.8
166.37, 162.56, 179.07
165.1, 162.56, 179.07
152.4, 163.83, 179.07
165.1, 162.56, 177.8
162.56, 162.56, 177.8
157.48, 162.56, 177.8
175.26, 162.56, 177.8
165.1, 162.56, 177.8
162.56, 162.56, 177.8
161.798, 161.798, 177.8
160.52800000000002, 161.798, 177.8
158.75, 161.798, 177.8
157.988, 161.798, 177.8
154.94, 161.798, 177.8
163.83, 160.02, 179.07
162.56, 160.02, 179.07
171.45, 161.29, 177.8
161.29, 161.29, 177.8
161.798, 160.02, 177.8
157.48, 160.02, 177.8
157.48, 160.02, 177.8
154.94, 160.02, 177.8
165.1, 157.48, 179.07
162.56, 157.48, 179.07
160.02, 157.48, 179.07
162.56, 159.258, 178.56199999999998
161.29, 159.258, 178.56199999999998
160.52800000000002, 159.258, 178.56199999999998
152.4, 157.48, 179.07
165.1, 152.4, 177.8
160.02, 152.4, 177.8
165.1, 152.4, 177.8
165.1, 152.4, 177.8
160.02, 148.59, 177.8
167.64000000000001, 147.32, 177.8
165.1, 147.32, 177.8
160.02, 147.32, 177.8
167.64000000000001, 173.99, 175.26
167.64000000000001, 173.99, 175.26
166.37, 173.99, 175.26
165.1, 173.99, 175.26
165.1, 173.99, 175.26
162.56, 173.99, 175.26
162.56, 173.99, 175.26
162.56, 170.18, 175.26
166.37, 167.64000000000001, 175.26
165.1, 167.64000000000001, 175.26
159.258, 167.64000000000001, 175.26
158.75, 167.64000000000001, 175.26
165.1, 167.64000000000001, 175.26
160.02, 167.64000000000001, 175.26
158.75, 167.64000000000001, 175.26
154.94, 168.91, 175.26
163.83, 168.91, 176.53
162.56, 168.91, 176.53
173.99, 168.91, 175.26
171.45, 168.91, 175.26
167.64000000000001, 168.91, 175.26
160.02, 168.91, 175.26
160.02, 168.91, 175.26
168.91, 167.64000000000001, 176.53
166.37, 167.64000000000001, 176.53
163.83, 167.64000000000001, 176.53
168.91, 167.64000000000001, 175.26
166.37, 167.64000000000001, 175.26
166.37, 167.64000000000001, 175.26
165.1, 167.64000000000001, 175.26
162.56, 167.64000000000001, 175.26
165.1, 165.1, 175.26
162.56, 165.1, 175.26
161.29, 165.1, 175.26
154.94, 165.1, 175.26
165.608, 163.83, 176.53
163.83, 163.83, 176.53
161.798, 163.83, 176.53
152.4, 163.83, 176.53
165.1, 162.56, 175.768
161.29, 162.56, 175.768
171.45, 160.02, 175.26
161.29, 160.02, 175.26
167.64000000000001, 160.02, 175.26
157.48, 160.02, 175.26
165.1, 161.29, 175.26
160.02, 161.29, 175.26
157.48, 161.29, 175.26
154.94, 161.29, 175.26
161.798, 161.29, 175.26
160.02, 161.29, 175.26
158.75, 157.48, 177.038
160.02, 157.48, 175.26
161.29, 158.75, 175.26
158.75, 158.75, 175.26
158.75, 158.75, 175.26
157.48, 158.75, 175.26
167.64000000000001, 157.48, 175.26
167.64000000000001, 157.48, 175.26
160.02, 154.94, 176.53
157.48, 154.94, 176.53
161.29, 154.94, 175.26
157.48, 154.94, 175.26
157.48, 154.94, 175.26
172.72, 152.4, 175.26
158.75, 152.4, 175.26
156.71800000000002, 152.4, 175.26
153.67000000000002, 152.4, 175.26
156.71800000000002, 179.07, 174.49800000000002
170.18, 170.18, 173.99
160.52800000000002, 168.91, 173.99
162.56, 166.37, 172.72
168.91, 166.37, 172.72
165.608, 166.37, 172.72
156.21, 166.37, 172.72
172.72, 165.1, 172.72
167.64000000000001, 165.1, 172.72
157.48, 165.1, 173.99
156.21, 165.1, 173.99
154.94, 165.1, 173.99
152.4, 165.1, 173.99
165.1, 162.56, 172.72
162.56, 162.56, 172.72
160.02, 162.56, 172.72
160.02, 162.56, 172.72
157.48, 162.56, 172.72
154.94, 162.56, 172.72
166.37, 162.56, 172.72
157.48, 162.56, 172.72
158.75, 162.56, 172.72
157.48, 163.83, 172.72
167.64000000000001, 162.56, 172.72
167.64000000000001, 162.56, 172.72
165.1, 162.56, 172.72
165.1, 162.56, 172.72
165.1, 162.56, 172.72
162.56, 162.56, 172.72
160.02, 162.56, 172.72
167.64000000000001, 160.02, 172.72
157.48, 160.02, 172.72
156.21, 160.02, 172.72
166.37, 161.29, 173.99
163.83, 160.02, 172.72
162.56, 160.02, 172.72
160.02, 160.02, 172.72
157.48, 160.02, 172.72
157.48, 160.02, 172.72
162.56, 160.02, 172.72
161.29, 160.02, 172.72
154.94, 160.02, 172.72
163.83, 161.29, 173.228
156.71800000000002, 157.48, 174.49800000000002
161.29, 154.94, 172.72
160.02, 154.94, 172.72
154.94, 152.4, 172.72
154.94, 152.4, 172.72
152.4, 152.4, 172.72
152.4, 152.4, 172.72
152.4, 152.4, 172.72
142.24, 152.4, 172.72
152.4, 152.4, 172.72
165.1, 149.86, 172.72
165.1, 149.86, 172.72
157.48, 149.86, 172.72
154.94, 149.86, 172.72
166.37, 168.148, 170.18
